project, method, run, precision
scribejava-core, orig, 27, 89.9
scribejava-core, orig, 28, 89.6
scribejava-core, orig, 29, 89.4
scribejava-core, cs, 0, 89.6
scribejava-core, pp, 0, 91.2
scribejava-core, pp, 1, 92.0
scribejava-core, pp, 2, 91.5
scribejava-core, pp, 3, 91.5
scribejava-core, pp, 4, 90.7
scribejava-core, pp, 5, 91.4
scribejava-core, pp, 6, 91.5
scribejava-core, pp, 7, 91.5
scribejava-core, pp, 8, 92.2
scribejava-core, pp, 9, 92.1
scribejava-core, pp, 10, 91.7
scribejava-core, pp, 11, 92.1
scribejava-core, pp, 12, 92.0
scribejava-core, pp, 13, 91.9
scribejava-core, pp, 14, 91.2
scribejava-core, pp, 15, 91.8
scribejava-core, pp, 16, 92.2
scribejava-core, pp, 17, 92.0
scribejava-core, pp, 18, 91.6
scribejava-core, pp, 19, 91.8
scribejava-core, pp, 20, 91.5
scribejava-core, pp, 21, 91.7
scribejava-core, pp, 22, 91.8
scribejava-core, pp, 23, 91.4
scribejava-core, pp, 24, 91.3
scribejava-core, pp, 25, 91.1
scribejava-core, pp, 26, 91.9
scribejava-core, pp, 27, 91.8
scribejava-core, pp, 28, 91.8
scribejava-core, pp, 29, 91.8
scribejava-core, cs+pp, 0, 90.6
google-auto-factory, orig, 0, 89.0
google-auto-factory, orig, 1, 89.1
google-auto-factory, orig, 2, 89.5
google-auto-factory, orig, 3, 89.6
google-auto-factory, orig, 4, 89.4
google-auto-factory, orig, 5, 89.2
google-auto-factory, orig, 6, 89.4
google-auto-factory, orig, 7, 89.8
google-auto-factory, orig, 8, 89.2
google-auto-factory, orig, 9, 89.8
google-auto-factory, orig, 10, 89.5
google-auto-factory, orig, 11, 89.1
google-auto-factory, orig, 12, 89.6
google-auto-factory, orig, 13, 89.7
google-auto-factory, orig, 14, 88.8
google-auto-factory, orig, 15, 88.9
google-auto-factory, orig, 16, 89.7
google-auto-factory, orig, 17, 88.9
google-auto-factory, orig, 18, 89.5
google-auto-factory, orig, 19, 89.3
google-auto-factory, orig, 20, 89.4
google-auto-factory, orig, 21, 89.2
google-auto-factory, orig, 22, 88.4
google-auto-factory, orig, 23, 88.6
google-auto-factory, orig, 24, 89.4
google-auto-factory, orig, 25, 88.2
google-auto-factory, orig, 26, 88.7
google-auto-factory, orig, 27, 89.5
google-auto-factory, orig, 28, 89.5
google-auto-factory, orig, 29, 89.4
google-auto-factory, cs, 0, 85.0
google-auto-factory, pp, 0, 90.7
google-auto-factory, pp, 1, 90.3
google-auto-factory, pp, 2, 91.0
google-auto-factory, pp, 3, 90.2
google-auto-factory, pp, 4, 90.7
google-auto-factory, pp, 5, 91.0
google-auto-factory, pp, 6, 90.1
google-auto-factory, pp, 7, 90.6
google-auto-factory, pp, 8, 90.9
google-auto-factory, pp, 9, 90.0
google-auto-factory, pp, 10, 90.7
google-auto-factory, pp, 11, 91.0
google-auto-factory, pp, 12, 90.8
google-auto-factory, pp, 13, 90.0
google-auto-factory, pp, 14, 90.3
google-auto-factory, pp, 15, 90.7
google-auto-factory, pp, 16, 91.1
google-auto-factory, pp, 17, 90.5
google-auto-factory, pp, 18, 90.6
google-auto-factory, pp, 19, 90.8
google-auto-factory, pp, 20, 89.5
google-auto-factory, pp, 21, 90.4
google-auto-factory, pp, 22, 90.8
google-auto-factory, pp, 23, 89.9
google-auto-factory, pp, 24, 90.5
google-auto-factory, pp, 25, 90.2
google-auto-factory, pp, 26, 90.4
google-auto-factory, pp, 27, 90.9
google-auto-factory, pp, 28, 90.8
google-auto-factory, pp, 29, 90.8
google-auto-factory, cs+pp, 0, 89.0
commons-csv, orig, 0, 86.2
commons-csv, orig, 1, 85.5
commons-csv, orig, 2, 85.9
commons-csv, orig, 3, 87.0
commons-csv, orig, 4, 86.9
commons-csv, orig, 5, 86.2
commons-csv, orig, 6, 87.0
commons-csv, orig, 7, 86.9
commons-csv, orig, 8, 85.9
commons-csv, orig, 9, 86.7
commons-csv, orig, 10, 87.2
commons-csv, orig, 11, 86.5
commons-csv, orig, 12, 87.1
commons-csv, orig, 13, 85.4
commons-csv, orig, 14, 85.6
commons-csv, orig, 15, 86.1
commons-csv, orig, 16, 86.3
commons-csv, orig, 17, 85.7
commons-csv, orig, 18, 86.5
commons-csv, orig, 19, 86.1
commons-csv, orig, 20, 86.9
commons-csv, orig, 21, 85.3
commons-csv, orig, 22, 86.5
commons-csv, orig, 23, 85.6
commons-csv, orig, 24, 86.0
commons-csv, orig, 25, 85.0
commons-csv, orig, 26, 86.4
commons-csv, orig, 27, 86.7
commons-csv, orig, 28, 86.6
commons-csv, orig, 29, 86.4
commons-csv, cs, 0, 81.3
commons-csv, pp, 0, 85.7
commons-csv, pp, 1, 86.0
commons-csv, pp, 2, 86.7
commons-csv, pp, 3, 86.2
commons-csv, pp, 4, 86.1
commons-csv, pp, 5, 86.1
commons-csv, pp, 6, 86.5
commons-csv, pp, 7, 86.5
commons-csv, pp, 8, 86.4
commons-csv, pp, 9, 86.6
commons-csv, pp, 10, 87.0
commons-csv, pp, 11, 86.4
commons-csv, pp, 12, 86.8
commons-csv, pp, 13, 86.2
commons-csv, pp, 14, 85.7
commons-csv, pp, 15, 85.6
commons-csv, pp, 16, 86.3
commons-csv, pp, 17, 85.9
commons-csv, pp, 18, 86.4
commons-csv, pp, 19, 86.0
commons-csv, pp, 20, 86.8
commons-csv, pp, 21, 86.3
commons-csv, pp, 22, 86.0
commons-csv, pp, 23, 86.0
commons-csv, pp, 24, 86.2
commons-csv, pp, 25, 85.3
commons-csv, pp, 26, 86.7
commons-csv, pp, 27, 86.7
commons-csv, pp, 28, 86.0
commons-csv, pp, 29, 86.0
commons-csv, cs+pp, 0, 84.3
commons-cli, orig, 0, 83.3
commons-cli, orig, 1, 82.6
commons-cli, orig, 2, 83.7
commons-cli, orig, 3, 83.6
commons-cli, orig, 4, 83.4
commons-cli, orig, 5, 82.5
commons-cli, orig, 6, 83.9
commons-cli, orig, 7, 84.4
commons-cli, orig, 8, 82.5
commons-cli, orig, 9, 84.5
commons-cli, orig, 10, 83.9
commons-cli, orig, 11, 83.3
commons-cli, orig, 12, 83.3
commons-cli, orig, 13, 83.5
commons-cli, orig, 14, 82.8
commons-cli, orig, 15, 83.3
commons-cli, orig, 16, 82.1
commons-cli, orig, 17, 82.7
commons-cli, orig, 18, 83.6
commons-cli, orig, 19, 82.5
commons-cli, orig, 20, 84.3
commons-cli, orig, 21, 83.9
commons-cli, orig, 22, 82.5
commons-cli, orig, 23, 83.5
commons-cli, orig, 24, 83.8
commons-cli, orig, 25, 83.3
commons-cli, orig, 26, 83.3
commons-cli, orig, 27, 82.9
commons-cli, orig, 28, 84.0
commons-cli, orig, 29, 84.3
commons-cli, cs, 0, 76.5
commons-cli, pp, 0, 82.9
commons-cli, pp, 1, 83.0
commons-cli, pp, 2, 83.5
commons-cli, pp, 3, 84.3
commons-cli, pp, 4, 84.0
commons-cli, pp, 5, 83.1
commons-cli, pp, 6, 83.4
commons-cli, pp, 7, 84.5
commons-cli, pp, 8, 83.2
commons-cli, pp, 9, 84.3
commons-cli, pp, 10, 83.9
commons-cli, pp, 11, 83.0
commons-cli, pp, 12, 84.2
commons-cli, pp, 13, 83.2
commons-cli, pp, 14, 83.7
commons-cli, pp, 15, 83.7
commons-cli, pp, 16, 83.0
commons-cli, pp, 17, 83.5
commons-cli, pp, 18, 83.4
commons-cli, pp, 19, 83.6
commons-cli, pp, 20, 83.7
commons-cli, pp, 21, 83.3
commons-cli, pp, 22, 83.1
commons-cli, pp, 23, 83.1
commons-cli, pp, 24, 83.7
commons-cli, pp, 25, 83.0
commons-cli, pp, 26, 83.1
commons-cli, pp, 27, 83.4
commons-cli, pp, 28, 84.2
commons-cli, pp, 29, 84.1
commons-cli, cs+pp, 0, 81.8
