project, method, run, precision
scribejava-core, orig, 5, 93.8
scribejava-core, orig, 6, 93.8
scribejava-core, orig, 7, 94.0
scribejava-core, orig, 8, 93.8
scribejava-core, orig, 9, 93.8
scribejava-core, orig, 10, 93.9
scribejava-core, orig, 11, 93.9
scribejava-core, orig, 12, 94.0
scribejava-core, orig, 13, 93.8
scribejava-core, orig, 14, 93.8
scribejava-core, orig, 15, 93.8
scribejava-core, orig, 16, 94.1
scribejava-core, orig, 17, 93.8
scribejava-core, orig, 18, 94.2
scribejava-core, orig, 19, 93.8
scribejava-core, orig, 20, 93.5
scribejava-core, orig, 21, 93.9
scribejava-core, orig, 22, 93.8
scribejava-core, orig, 23, 93.9
scribejava-core, orig, 24, 93.9
scribejava-core, orig, 25, 93.6
scribejava-core, orig, 26, 93.8
scribejava-core, orig, 27, 93.9
scribejava-core, orig, 28, 93.7
scribejava-core, orig, 29, 93.8
scribejava-core, cs, 0, 93.8
scribejava-core, pp, 0, 94.3
scribejava-core, pp, 1, 94.4
scribejava-core, pp, 2, 94.3
scribejava-core, pp, 3, 94.2
scribejava-core, pp, 4, 94.4
scribejava-core, pp, 5, 94.7
scribejava-core, pp, 6, 94.2
scribejava-core, pp, 7, 94.4
scribejava-core, pp, 8, 94.7
scribejava-core, pp, 9, 94.7
scribejava-core, pp, 10, 94.4
scribejava-core, pp, 11, 94.4
scribejava-core, pp, 12, 94.6
scribejava-core, pp, 13, 94.5
scribejava-core, pp, 14, 94.4
scribejava-core, pp, 15, 94.5
scribejava-core, pp, 16, 94.6
scribejava-core, pp, 17, 94.7
scribejava-core, pp, 18, 94.3
scribejava-core, pp, 19, 94.5
scribejava-core, pp, 20, 94.4
scribejava-core, pp, 21, 94.3
scribejava-core, pp, 22, 94.2
scribejava-core, pp, 23, 94.4
scribejava-core, pp, 24, 94.4
scribejava-core, pp, 25, 94.3
scribejava-core, pp, 26, 94.3
scribejava-core, pp, 27, 94.3
scribejava-core, pp, 28, 94.6
scribejava-core, pp, 29, 94.3
scribejava-core, cs+pp, 0, 94.4
google-auto-factory, orig, 0, 92.5
google-auto-factory, orig, 1, 92.8
google-auto-factory, orig, 2, 92.4
google-auto-factory, orig, 3, 92.8
google-auto-factory, orig, 4, 92.4
google-auto-factory, orig, 5, 92.5
google-auto-factory, orig, 6, 92.8
google-auto-factory, orig, 7, 92.7
google-auto-factory, orig, 8, 92.6
google-auto-factory, orig, 9, 92.6
google-auto-factory, orig, 10, 92.6
google-auto-factory, orig, 11, 92.7
google-auto-factory, orig, 12, 92.6
google-auto-factory, orig, 13, 92.8
google-auto-factory, orig, 14, 92.5
google-auto-factory, orig, 15, 92.4
google-auto-factory, orig, 16, 92.5
google-auto-factory, orig, 17, 92.6
google-auto-factory, orig, 18, 92.7
google-auto-factory, orig, 19, 92.4
google-auto-factory, orig, 20, 92.5
google-auto-factory, orig, 21, 92.6
google-auto-factory, orig, 22, 92.5
google-auto-factory, orig, 23, 92.5
google-auto-factory, orig, 24, 92.7
google-auto-factory, orig, 25, 92.5
google-auto-factory, orig, 26, 92.5
google-auto-factory, orig, 27, 92.7
google-auto-factory, orig, 28, 92.6
google-auto-factory, orig, 29, 92.5
google-auto-factory, cs, 0, 92.8
google-auto-factory, pp, 0, 93.7
google-auto-factory, pp, 1, 93.8
google-auto-factory, pp, 2, 93.4
google-auto-factory, pp, 3, 93.7
google-auto-factory, pp, 4, 93.4
google-auto-factory, pp, 5, 93.5
google-auto-factory, pp, 6, 93.7
google-auto-factory, pp, 7, 93.6
google-auto-factory, pp, 8, 93.6
google-auto-factory, pp, 9, 93.6
google-auto-factory, pp, 10, 93.5
google-auto-factory, pp, 11, 93.6
google-auto-factory, pp, 12, 93.7
google-auto-factory, pp, 13, 93.8
google-auto-factory, pp, 14, 93.4
google-auto-factory, pp, 15, 93.3
google-auto-factory, pp, 16, 93.7
google-auto-factory, pp, 17, 93.6
google-auto-factory, pp, 18, 93.6
google-auto-factory, pp, 19, 93.4
google-auto-factory, pp, 20, 93.4
google-auto-factory, pp, 21, 93.7
google-auto-factory, pp, 22, 93.7
google-auto-factory, pp, 23, 93.4
google-auto-factory, pp, 24, 93.6
google-auto-factory, pp, 25, 93.7
google-auto-factory, pp, 26, 93.5
google-auto-factory, pp, 27, 93.7
google-auto-factory, pp, 28, 93.7
google-auto-factory, pp, 29, 93.7
google-auto-factory, cs+pp, 0, 93.8
commons-csv, orig, 0, 89.9
commons-csv, orig, 1, 90.4
commons-csv, orig, 2, 90.0
commons-csv, orig, 3, 90.3
commons-csv, orig, 4, 89.9
commons-csv, orig, 5, 90.2
commons-csv, orig, 6, 90.3
commons-csv, orig, 7, 90.3
commons-csv, orig, 8, 90.3
commons-csv, orig, 9, 90.3
commons-csv, orig, 10, 90.1
commons-csv, orig, 11, 90.3
commons-csv, orig, 12, 89.9
commons-csv, orig, 13, 90.3
commons-csv, orig, 14, 89.9
commons-csv, orig, 15, 90.1
commons-csv, orig, 16, 89.6
commons-csv, orig, 17, 90.3
commons-csv, orig, 18, 89.7
commons-csv, orig, 19, 90.5
commons-csv, orig, 20, 90.5
commons-csv, orig, 21, 90.0
commons-csv, orig, 22, 89.7
commons-csv, orig, 23, 89.9
commons-csv, orig, 24, 90.3
commons-csv, orig, 25, 89.9
commons-csv, orig, 26, 90.0
commons-csv, orig, 27, 90.4
commons-csv, orig, 28, 89.9
commons-csv, orig, 29, 89.9
commons-csv, cs, 0, 89.5
commons-csv, pp, 0, 91.6
commons-csv, pp, 1, 91.6
commons-csv, pp, 2, 91.5
commons-csv, pp, 3, 91.6
commons-csv, pp, 4, 91.6
commons-csv, pp, 5, 91.6
commons-csv, pp, 6, 91.6
commons-csv, pp, 7, 91.6
commons-csv, pp, 8, 91.6
commons-csv, pp, 9, 91.6
commons-csv, pp, 10, 91.6
commons-csv, pp, 11, 91.6
commons-csv, pp, 12, 91.6
commons-csv, pp, 13, 91.5
commons-csv, pp, 14, 91.6
commons-csv, pp, 15, 91.6
commons-csv, pp, 16, 91.6
commons-csv, pp, 17, 91.6
commons-csv, pp, 18, 91.7
commons-csv, pp, 19, 91.5
commons-csv, pp, 20, 91.5
commons-csv, pp, 21, 91.6
commons-csv, pp, 22, 91.7
commons-csv, pp, 23, 91.6
commons-csv, pp, 24, 91.6
commons-csv, pp, 25, 91.6
commons-csv, pp, 26, 91.5
commons-csv, pp, 27, 91.6
commons-csv, pp, 28, 91.6
commons-csv, pp, 29, 91.6
commons-csv, cs+pp, 0, 91.9
commons-cli, orig, 0, 87.9
commons-cli, orig, 1, 87.7
commons-cli, orig, 2, 87.8
commons-cli, orig, 3, 87.7
commons-cli, orig, 4, 87.9
commons-cli, orig, 5, 87.4
commons-cli, orig, 6, 87.7
commons-cli, orig, 7, 87.9
commons-cli, orig, 8, 87.3
commons-cli, orig, 9, 87.3
commons-cli, orig, 10, 87.3
commons-cli, orig, 11, 87.7
commons-cli, orig, 12, 87.5
commons-cli, orig, 13, 87.7
commons-cli, orig, 14, 87.5
commons-cli, orig, 15, 87.5
commons-cli, orig, 16, 87.5
commons-cli, orig, 17, 87.3
commons-cli, orig, 18, 87.4
commons-cli, orig, 19, 87.8
commons-cli, orig, 20, 87.7
commons-cli, orig, 21, 87.5
commons-cli, orig, 22, 87.9
commons-cli, orig, 23, 87.5
commons-cli, orig, 24, 87.9
commons-cli, orig, 25, 87.9
commons-cli, orig, 26, 87.4
commons-cli, orig, 27, 87.7
commons-cli, orig, 28, 87.7
commons-cli, orig, 29, 87.9
commons-cli, cs, 0, 87.1
commons-cli, pp, 0, 90.0
commons-cli, pp, 1, 90.0
commons-cli, pp, 2, 89.9
commons-cli, pp, 3, 89.9
commons-cli, pp, 4, 89.9
commons-cli, pp, 5, 89.9
commons-cli, pp, 6, 89.9
commons-cli, pp, 7, 89.8
commons-cli, pp, 8, 89.9
commons-cli, pp, 9, 89.9
commons-cli, pp, 10, 90.0
commons-cli, pp, 11, 90.0
commons-cli, pp, 12, 89.9
commons-cli, pp, 13, 89.9
commons-cli, pp, 14, 89.9
commons-cli, pp, 15, 89.9
commons-cli, pp, 16, 89.9
commons-cli, pp, 17, 89.9
commons-cli, pp, 18, 89.9
commons-cli, pp, 19, 89.9
commons-cli, pp, 20, 89.9
commons-cli, pp, 21, 90.0
commons-cli, pp, 22, 90.1
commons-cli, pp, 23, 89.9
commons-cli, pp, 24, 89.8
commons-cli, pp, 25, 90.0
commons-cli, pp, 26, 89.9
commons-cli, pp, 27, 89.9
commons-cli, pp, 28, 89.9
commons-cli, pp, 29, 90.0
commons-cli, cs+pp, 0, 90.1
