project, method, run, precision
commons-text, orig, 16, 89.7
commons-text, orig, 17, 89.8
commons-text, orig, 18, 89.7
commons-text, orig, 19, 89.6
commons-text, orig, 20, 89.7
commons-text, orig, 21, 89.8
commons-text, orig, 22, 89.6
commons-text, orig, 23, 89.7
commons-text, orig, 24, 89.6
commons-text, orig, 25, 89.7
commons-text, orig, 26, 89.9
commons-text, orig, 27, 89.7
commons-text, orig, 28, 89.7
commons-text, orig, 29, 89.7
commons-text, cs, 0, 89.4
commons-text, pp, 0, 90.6
commons-text, pp, 1, 90.7
commons-text, pp, 2, 90.6
commons-text, pp, 3, 90.7
commons-text, pp, 4, 90.6
commons-text, pp, 5, 90.7
commons-text, pp, 6, 90.7
commons-text, pp, 7, 90.7
commons-text, pp, 8, 90.7
commons-text, pp, 9, 90.7
commons-text, pp, 10, 90.7
commons-text, pp, 11, 90.6
commons-text, pp, 12, 90.7
commons-text, pp, 13, 90.7
commons-text, pp, 14, 90.6
commons-text, pp, 15, 90.6
commons-text, pp, 16, 90.7
commons-text, pp, 17, 90.7
commons-text, pp, 18, 90.7
commons-text, pp, 19, 90.6
commons-text, pp, 20, 90.5
commons-text, pp, 21, 90.6
commons-text, pp, 22, 90.6
commons-text, pp, 23, 90.6
commons-text, pp, 24, 90.7
commons-text, pp, 25, 90.6
commons-text, pp, 26, 90.6
commons-text, pp, 27, 90.7
commons-text, pp, 28, 90.7
commons-text, pp, 29, 90.6
commons-text, cs+pp, 0, 90.7
commons-codec, orig, 0, 93.6
commons-codec, orig, 1, 93.5
commons-codec, orig, 2, 93.6
commons-codec, orig, 3, 93.6
commons-codec, orig, 4, 93.6
commons-codec, orig, 5, 93.5
commons-codec, orig, 6, 93.6
commons-codec, orig, 7, 93.6
commons-codec, orig, 8, 93.5
commons-codec, orig, 9, 93.5
commons-codec, orig, 10, 93.5
commons-codec, orig, 11, 93.6
commons-codec, orig, 12, 93.6
commons-codec, orig, 13, 93.5
commons-codec, orig, 14, 93.6
commons-codec, orig, 15, 93.6
commons-codec, orig, 16, 93.6
commons-codec, orig, 17, 93.5
commons-codec, orig, 18, 93.5
commons-codec, orig, 19, 93.7
commons-codec, orig, 20, 93.6
commons-codec, orig, 21, 93.6
commons-codec, orig, 22, 93.5
commons-codec, orig, 23, 93.6
commons-codec, orig, 24, 93.6
commons-codec, orig, 25, 93.6
commons-codec, orig, 26, 93.6
commons-codec, orig, 27, 93.5
commons-codec, orig, 28, 93.5
commons-codec, orig, 29, 93.6
commons-codec, cs, 0, 93.4
commons-codec, pp, 0, 94.8
commons-codec, pp, 1, 94.9
commons-codec, pp, 2, 94.9
commons-codec, pp, 3, 94.8
commons-codec, pp, 4, 94.8
commons-codec, pp, 5, 94.8
commons-codec, pp, 6, 94.8
commons-codec, pp, 7, 94.8
commons-codec, pp, 8, 94.9
commons-codec, pp, 9, 94.8
commons-codec, pp, 10, 94.9
commons-codec, pp, 11, 94.8
commons-codec, pp, 12, 94.7
commons-codec, pp, 13, 94.9
commons-codec, pp, 14, 94.7
commons-codec, pp, 15, 94.8
commons-codec, pp, 16, 94.7
commons-codec, pp, 17, 94.8
commons-codec, pp, 18, 94.7
commons-codec, pp, 19, 94.7
commons-codec, pp, 20, 94.8
commons-codec, pp, 21, 94.7
commons-codec, pp, 22, 94.8
commons-codec, pp, 23, 94.8
commons-codec, pp, 24, 94.8
commons-codec, pp, 25, 94.8
commons-codec, pp, 26, 94.8
commons-codec, pp, 27, 94.9
commons-codec, pp, 28, 94.8
commons-codec, pp, 29, 94.6
commons-codec, cs+pp, 0, 94.8
