project, method, run, precision
commons-text, pp, 25, 84.6
commons-text, pp, 26, 84.4
commons-text, pp, 27, 84.7
commons-text, pp, 28, 84.6
commons-text, pp, 29, 84.8
commons-text, cs+pp, 0, 84.3
commons-codec, orig, 0, 90.4
commons-codec, orig, 1, 90.3
commons-codec, orig, 2, 90.4
commons-codec, orig, 3, 90.3
commons-codec, orig, 4, 90.4
commons-codec, orig, 5, 90.5
commons-codec, orig, 6, 90.5
commons-codec, orig, 7, 90.4
commons-codec, orig, 8, 90.4
commons-codec, orig, 9, 90.5
commons-codec, orig, 10, 90.4
commons-codec, orig, 11, 90.5
commons-codec, orig, 12, 90.2
commons-codec, orig, 13, 90.3
commons-codec, orig, 14, 90.3
commons-codec, orig, 15, 90.4
commons-codec, orig, 16, 90.4
commons-codec, orig, 17, 90.4
commons-codec, orig, 18, 90.4
commons-codec, orig, 19, 90.6
commons-codec, orig, 20, 90.3
commons-codec, orig, 21, 90.4
commons-codec, orig, 22, 90.5
commons-codec, orig, 23, 90.3
commons-codec, orig, 24, 90.4
commons-codec, orig, 25, 90.1
commons-codec, orig, 26, 90.5
commons-codec, orig, 27, 90.6
commons-codec, orig, 28, 90.2
commons-codec, orig, 29, 90.5
commons-codec, cs, 0, 88.8
commons-codec, pp, 0, 91.0
commons-codec, pp, 1, 91.2
commons-codec, pp, 2, 91.0
commons-codec, pp, 3, 90.8
commons-codec, pp, 4, 91.0
commons-codec, pp, 5, 90.8
commons-codec, pp, 6, 91.0
commons-codec, pp, 7, 90.8
commons-codec, pp, 8, 91.2
commons-codec, pp, 9, 91.2
commons-codec, pp, 10, 91.2
commons-codec, pp, 11, 91.0
commons-codec, pp, 12, 90.7
commons-codec, pp, 13, 91.1
commons-codec, pp, 14, 90.6
commons-codec, pp, 15, 90.8
commons-codec, pp, 16, 90.8
commons-codec, pp, 17, 91.0
commons-codec, pp, 18, 90.7
commons-codec, pp, 19, 90.9
commons-codec, pp, 20, 90.8
commons-codec, pp, 21, 91.1
commons-codec, pp, 22, 91.0
commons-codec, pp, 23, 90.8
commons-codec, pp, 24, 90.9
commons-codec, pp, 25, 90.6
commons-codec, pp, 26, 91.1
commons-codec, pp, 27, 91.2
commons-codec, pp, 28, 90.8
commons-codec, pp, 29, 90.7
commons-codec, cs+pp, 0, 90.4
